id,origin_zip,destination_zip,equipment_type,origin_city,origin_state,destination_city,destination_state,rate_source,duration,target_rate,avg_rate,max_rate,miles,fuel_surcharge,created_userid,created_at,cache_date,updated_at,updated_userid
1010,60803,80012,1,Alsip,IL,Aurora,CO,Rate source1,1,2705.38,2856.39,2907.46,1150.54,0,,18:38.9,30:00.0,18:38.9,
1011,31001,55706,2,Abbeville,GA,Babbitt,MN,Rate source1,3,1867.6,1951.98,2074.38,1154.32,0,,22:51.3,30:00.0,22:51.3,
1012,31001,55706,2,Abbeville,GA,Babbitt,MN,Rate source1,1,1904.16,1964.93,2070.85,1151.62,0,,22:51.3,30:00.0,22:51.3,
1013,49927,13063,2,Gaastra,MI,Fabius,NY,Rate source1,3,2375.78,2448.5,2483.52,981.6,0,,55:31.1,30:00.0,55:31.1,
1014,49927,13063,2,Gaastra,MI,Fabius,NY,Rate source1,1,2366.23,2436.98,2472.92,975.13,0,,55:31.1,30:00.0,55:31.1,
1015,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2763.76,2894.04,3181.05,1045.54,0,,26:33.9,30:00.0,26:33.9,
1016,17026,14103,2,Fredericksburg,PA,Medina,NY,Rate source1,3,783.43,808.68,843.14,281.57,0,,09:37.1,30:00.0,09:37.1,
1017,17026,14103,2,Fredericksburg,PA,Medina,NY,Rate source2,3,731.29,677.75,792.28,0,0,,09:37.3,30:00.0,09:37.3,
1018,35490,37402,2,Vance,AL,Chattanooga,TN,Rate source1,3,774.38,901.52,1158.9,212.51,0,,09:38.0,30:00.0,09:38.0,
1019,35490,37064,2,Vance,AL,Franklin,TN,Rate source1,3,774.38,901.52,1158.9,254.15,0,,09:38.5,30:00.0,09:38.5,
1020,35490,37402,2,Vance,AL,Chattanooga,TN,Rate source2,3,610.87,545,636,0,0,,09:40.6,30:00.0,09:40.6,
1021,35490,37064,2,Vance,AL,Franklin,TN,Rate source2,3,703.69,600,800,0,0,,09:43.0,30:00.0,09:43.0,
1022,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2766.47,2901.48,3185.47,1045.53,0,,15:09.4,30:00.0,15:09.4,
1023,60803,80012,2,Alsip,IL,Aurora,CO,Rate source2,3,2190.62,2016.32,2245.85,0,0,,15:09.4,30:00.0,15:09.4,
1024,60803,60601,2,Alsip,IL,Chicago,IL,Rate source1,3,360.85,424.73,504.66,56.84,0,,54:44.8,30:00.0,54:44.8,
1025,60803,80012,1,Alsip,IL,Aurora,CO,Rate source1,1,2629.48,2798.7,2882.53,1124.08,0,,29:44.3,30:00.0,29:44.3,
1026,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2781.38,2910.46,3193.87,1048.52,0,,25:26.4,30:00.0,25:26.4,
1027,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2841.08,2988.04,3200.27,1043.39,0,,02:25.0,30:00.0,02:25.0,
1028,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2823.73,2955.87,3202.22,1045.98,0,,03:07.1,30:00.0,03:07.1,
1029,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,997.02,1051.48,1130.61,461.54,0,,56:49.3,30:00.0,56:49.3,
1030,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2710.25,2945.45,3150.06,1043.33,0,,03:43.7,30:00.0,03:43.7,
1031,60803,80012,1,Alsip,IL,Aurora,CO,Rate source1,3,2555.21,2675.48,2738.13,1056.47,0,,35:35.1,30:00.0,35:35.1,
1032,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,3,2714.2,2953.1,3159.39,1043.74,0,,42:23.6,30:00.0,42:23.6,
1033,60803,49927,2,Alsip,IL,Gaastra,MI,Rate source1,3,716.97,749.81,813.21,334.9,0,,56:47.7,30:00.0,56:47.7,
1034,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,1002.44,1061.6,1135.59,462.9,0,,14:19.7,30:00.0,14:19.7,
1035,60803,80033,1,Alsip,IL,Denver,CO,Rate source1,3,2588.83,2706.06,2766.09,1061.26,0,,29:26.4,30:00.0,29:26.4,
1036,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2779.95,3014.87,3205.48,1045.96,0,,13:01.7,30:00.0,13:01.7,
1037,50238,41007,2,Bethlehem,IA,California,KY,Rate source1,3,1084.65,1156.68,1269.47,538.4,0,,22:18.8,30:00.0,22:18.8,
1038,56667,30450,2,Alaska,MN,Aaron,GA,Rate source1,3,2320.1,2375.14,2432.58,1236.7,0,,13:24.3,30:00.0,13:24.3,
1039,56667,30450,2,Alaska,MN,Aaron,GA,Rate source2,3,2447.05,2079.99,2525.09,0,0,,16:27.9,30:00.0,16:27.9,
1040,19092,45133,2,Philadelphia,PA,Allensburg,OH,Rate source1,3,958.12,1011.41,1099.73,549.35,0,,59:40.6,30:00.0,59:40.6,
1041,44502,60140,2,Youngstown,OH,Campton Hills,IL,Rate source1,3,725.31,778.83,865.31,436.48,0,,59:41.0,30:00.0,59:41.0,
1042,29650,21219,2,Greer,SC,Baltimore,MD,Rate source1,3,1489.87,1585.32,1714.44,545.46,0,,59:41.5,30:00.0,59:41.5,
1043,39455,78610,2,Baxterville,MS,Buda,TX,Rate source1,3,988.65,1063.81,1128.23,601.86,0,,59:42.2,30:00.0,59:42.2,
1044,89431,01013,2,Greenbrae,NV,Chicopee,MA,Rate source1,3,5012.73,5199.93,5281.43,2793.44,0,,59:42.6,30:00.0,59:42.6,
1045,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,3,1472.76,1623.61,1704.42,974.21,0,,59:43.1,30:00.0,59:43.1,
1046,60803,80222,2,Alsip,IL,Denver,CO,Rate source1,3,2866.72,3034.72,3188.31,1051.43,0,,52:16.0,30:00.0,52:16.0,
1047,60803,80222,2,Alsip,IL,Denver,CO,Rate source2,3,2386.03,2084.16,2743.93,0,0,,53:19.0,30:00.0,53:19.0,
1048,60803,80012,0,Alsip,IL,Aurora,CO,Rate source2,3,2778.72,2533.23,3217.42,0,0,,03:35.1,30:00.0,03:35.1,
1049,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2873.84,3045.03,3203.7,1052.13,0,,04:14.8,30:00.0,04:14.8,
1050,60803,80012,2,Alsip,IL,Aurora,CO,Rate source2,3,2386.03,2091.62,2428.63,0,0,,04:14.8,30:00.0,04:14.8,
1051,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,1010.31,1076.63,1142.42,463.67,0,,51:43.0,30:00.0,51:43.0,
1052,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,1,2873.69,3038.4,3199.12,1052.86,0,,51:51.4,30:00.0,51:51.4,
1053,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2846.13,3045.12,3202.59,1052.77,0,,13:30.3,30:00.0,13:30.3,
1054,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,1014.41,1081.43,1152.21,463.17,0,,01:58.1,30:00.0,01:58.1,
1055,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,1,1023.54,1090.38,1171.17,464.57,0,,01:58.1,30:00.0,01:58.1,
1056,60803,60601,2,Alsip,IL,Chicago,IL,Rate source1,3,348.69,411.97,494.26,54.3,0,,56:11.0,30:00.0,56:11.0,
1057,60803,60602,2,Alsip,IL,Chicago,IL,Rate source1,3,348.69,411.97,494.26,54.3,0,,56:31.0,30:00.0,56:31.0,
1058,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source1,3,1159.32,1213.92,1262.58,742.86,0,,57:32.5,30:00.0,57:32.5,
1059,60601,62930,2,Chicago,IL,Beulah Heights,IL,Rate source1,3,832.08,879.15,923.27,331.56,0,,57:37.9,30:00.0,57:37.9,
1060,60601,62930,2,Chicago,IL,Beulah Heights,IL,Rate source2,3,710.24,680.49,801.65,0,0,,58:40.1,30:00.0,58:40.1,
1061,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source2,3,1097.58,1023.7,1126.9,0,0,,05:14.9,30:00.0,05:14.9,
1062,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source1,2,1162.71,1216.76,1265.11,742.23,0,,09:07.2,30:00.0,09:07.2,
1063,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source1,4,1158.03,1212.83,1261.5,743.2,0,,09:07.2,30:00.0,09:07.2,
1064,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source2,5,1104.9,991.3,1115.14,0,0,,09:07.2,30:00.0,09:07.2,
1065,10002,60602,2,Knickerbocker,NY,Chicago,IL,Rate source2,4,1101.19,1013.62,1122.51,0,0,,09:07.2,30:00.0,09:07.2,
1066,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,3,2850.92,3047.01,3207.4,1054.07,0,,12:38.7,30:00.0,12:38.7,
1067,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,2,2839.54,3051.32,3211.54,1054.67,0,,12:38.7,30:00.0,12:38.7,
1068,60803,80014,2,Alsip,IL,Aurora,CO,Rate source1,4,2855.77,3045.52,3206.29,1053.55,0,,12:38.7,30:00.0,12:38.7,
1069,60803,80014,2,Alsip,IL,Aurora,CO,Rate source2,5,2075.45,1764.13,2619.88,0,0,,12:38.7,30:00.0,12:38.7,
1070,60803,80014,2,Alsip,IL,Aurora,CO,Rate source2,4,2076.18,1764.76,2638.79,0,0,,12:38.7,30:00.0,12:38.7,
1071,60803,80014,2,Alsip,IL,Aurora,CO,Rate source2,3,2075.75,1764.39,2674.24,0,0,,12:38.7,30:00.0,12:38.7,
1072,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,2796.88,2957.86,3119.82,1049.03,0,,55:01.7,30:00.0,55:01.7,
1073,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,3,1488.56,1546.47,1606.56,974.21,0,,54:05.0,30:00.0,54:05.0,
1074,52001,01537,2,Center Grove,IA,North Oxford,MA,Rate source1,3,2240.32,2402.28,2595.81,1136.8,0,,54:05.3,30:00.0,54:05.3,
1075,92335,92584,2,Fontana,CA,Menifee,CA,Rate source1,3,376.85,428.9,481.63,48.75,0,,54:05.4,30:00.0,54:05.4,
1076,35772,27284,2,Stevenson,AL,Guthrie,NC,Rate source1,3,890.47,941.57,997.48,501.73,0,,54:05.6,30:00.0,54:05.6,
1077,70112,38401,2,New Orleans,LA,Columbia,TN,Rate source1,3,875.03,931.08,1006.96,487.06,0,,54:06.3,30:00.0,54:06.3,
1078,47129,62002,2,Cementville,IN,Alton,IL,Rate source1,3,668.72,705.24,728.47,276.46,0,,54:06.8,30:00.0,54:06.8,
1079,36426,37402,2,Brewton,AL,Chattanooga,TN,Rate source1,3,784.44,839.77,880.95,325.99,0,,54:07.3,30:00.0,54:07.3,
1080,43351,30303,2,Upper Sandusky,OH,Atlanta,GA,Rate source1,3,1291.34,1360.05,1436.26,590.29,0,,54:07.7,30:00.0,54:07.7,
1081,43351,28202,2,Upper Sandusky,OH,Charlotte,NC,Rate source1,3,1259.51,1317.19,1426.54,484.45,0,,56:49.5,30:00.0,56:49.5,
1082,33563,32601,2,Plant City,FL,Gainesville,FL,Rate source1,3,487.66,517.11,556.47,131.86,0,,56:49.8,30:00.0,56:49.8,
1083,21201,22801,2,Baltimore,MD,Harrisonburg,VA,Rate source1,3,720.06,972.74,1292.04,157.29,0,,56:50.3,30:00.0,56:50.3,
1084,78040,37743,1,Laredo,TX,Baileyton,TN,Rate source1,3,2031.81,2165.52,2301.12,1202.23,0,,56:50.9,30:00.0,56:50.9,
1085,19067,33801,1,Lower Makefield,PA,Lakeland,FL,Rate source1,3,2314.15,2357.75,2398.18,1050.49,0,,56:51.2,30:00.0,56:51.2,
1086,78040,13146,1,Laredo,TX,Savannah,NY,Rate source1,3,3632.69,3735.28,3893.22,1871.71,0,,56:51.8,30:00.0,56:51.8,
1087,31520,71638,1,Altama,GA,Baxter,AR,Rate source1,3,1369.33,1436.85,1562.46,815.16,0,,56:51.9,30:00.0,56:51.9,
1088,36104,38301,2,Montgomery,AL,Jackson,TN,Rate source1,3,764.3,788.17,810.21,311.97,0,,56:52.3,30:00.0,56:52.3,
1089,60098,54935,2,Bull Valley,IL,Fond Du Lac,WI,Rate source1,3,502.92,529.76,589.89,153.38,0,,56:52.7,30:00.0,56:52.7,
1090,45011,04967,2,City View Heights,OH,Pittsfield,ME,Rate source1,3,2126.28,2234.33,2361.84,1073.38,0,,56:53.1,30:00.0,56:53.1,
1091,52001,03833,2,Center Grove,IA,Brentwood,NH,Rate source1,3,2409.32,2815.64,2942.57,1181.38,0,,56:53.5,30:00.0,56:53.5,
1092,21201,01103,2,Baltimore,MD,Springfield,MA,Rate source1,3,888.23,970.32,1081.87,323.47,0,,56:53.8,30:00.0,56:53.8,
1093,52801,33401,2,Davenport,IA,West Palm Beach,FL,Rate source1,3,3067.74,3188.38,3240.9,1392.88,0,,56:54.1,30:00.0,56:54.1,
1094,60133,23432,2,Bartlett,IL,Chuckatuck,VA,Rate source1,3,1757.11,1866.35,1949.8,919.4,0,,56:54.6,30:00.0,56:54.6,
1095,12202,16037,2,Albany,NY,Harmony,PA,Rate source1,3,751.08,893.62,1084.15,469.75,0,,56:55.2,30:00.0,56:55.2,
1096,29405,28134,2,Charleston,SC,Pineville,NC,Rate source1,3,710.28,726.13,746.04,199.2,0,,56:55.7,30:00.0,56:55.7,
1097,31520,71638,2,Altama,GA,Baxter,AR,Rate source1,3,1017.44,1093.97,1174.61,815.16,0,,56:55.8,30:00.0,56:55.8,
1098,17257,85201,2,Cleversburg,PA,Mesa,AZ,Rate source1,3,3454.59,3672.81,3722,2261.13,0,,56:56.2,30:00.0,56:56.2,
1099,43351,28301,2,Upper Sandusky,OH,East Fayetteville,NC,Rate source1,3,1321.07,1393.39,1466.36,558.89,0,,56:56.6,30:00.0,56:56.6,
1100,60107,44017,2,Streamwood,IL,Berea,OH,Rate source1,3,970.39,1020.89,1060,382.98,0,,56:57.0,30:00.0,56:57.0,
1101,15122,64101,2,Pittsburgh,PA,Kansas City,MO,Rate source1,3,1544.12,1659.89,1784.47,840,0,,56:57.5,30:00.0,56:57.5,
1102,15001,02451,2,Aliquippa,PA,North Waltham,MA,Rate source1,3,1227.18,1327.28,1414.48,569.44,0,,56:57.9,30:00.0,56:57.9,
1103,29501,12015,2,Florence,SC,Athens,NY,Rate source1,3,1556.67,1626.79,1706.5,785.04,0,,56:58.4,30:00.0,56:58.4,
1104,92251,85901,2,Imperial,CA,Show Low,AZ,Rate source1,3,1012.42,1054.36,1116.33,437.1,0,,56:58.5,30:00.0,56:58.5,
1105,72201,30071,2,Little Rock,AR,Berkeley Lake,GA,Rate source1,3,1258.63,1316.32,1416.47,542.51,0,,56:58.8,30:00.0,56:58.8,
1106,50021,79022,2,Ankeny,IA,Dalhart,TX,Rate source1,3,1492.84,1624.45,1690.71,798.08,0,,56:59.3,30:00.0,56:59.3,
1107,54801,43543,2,Spooner,WI,Holiday City,OH,Rate source1,3,1124.59,1248.66,1358.48,629.56,0,,56:59.9,30:00.0,56:59.9,
1108,21237,06492,2,Baltimore,MD,Wallingford,CT,Rate source1,3,764.84,832.33,915.82,275.94,0,,57:00.1,30:00.0,57:00.1,
1109,60601,19092,2,Chicago,IL,Philadelphia,PA,Rate source1,3,1753.81,1868.91,1997.53,755.19,0,,58:53.4,30:00.0,58:53.4,
1110,24382,27401,2,Stones Mill,VA,Greensboro,NC,Rate source1,3,628.14,678.01,852.42,116.75,0,,58:54.9,30:00.0,58:54.9,
1111,52001,18015,2,Center Grove,IA,Bethlehem,PA,Rate source1,3,2015.37,2158.22,2304.5,918.69,0,,58:55.8,30:00.0,58:55.8,
1112,27284,11763,2,Guthrie,NC,Gordon Heights,NY,Rate source1,3,1207.81,1276.54,1383.11,585.73,0,,58:56.5,30:00.0,58:56.5,
1113,62040,67062,2,Granite City,IL,Hesston,KS,Rate source1,3,1153.31,1218.98,1371.72,458.01,0,,58:56.7,30:00.0,58:56.7,
1114,18701,07094,2,Wilkes Barre,PA,Secaucus,NJ,Rate source1,3,637.31,664.51,695.11,111.67,0,,58:57.2,30:00.0,58:57.2,
1115,43725,04401,2,Cambridge,OH,Bangor,ME,Rate source1,3,2189.22,2278.78,2345.12,966.91,0,,58:57.6,30:00.0,58:57.6,
1116,77662,15901,2,North Vidor,TX,Johnstown,PA,Rate source1,3,2670.22,2777.15,2869.79,1358.24,0,,58:58.2,30:00.0,58:58.2,
1117,70112,78201,2,New Orleans,LA,Balcones Heights,TX,Rate source1,3,858.45,936,1055.78,547.08,0,,58:58.6,30:00.0,58:58.6,
1118,75941,78201,2,Burke,TX,Balcones Heights,TX,Rate source1,3,623.56,721.75,803.01,345.35,0,,58:59.2,30:00.0,58:59.2,
1119,44203,53202,2,Akron,OH,Milwaukee,WI,Rate source1,3,713.47,771.31,846.07,451.89,0,,58:59.8,30:00.0,58:59.8,
1120,40502,53702,2,Lexington,KY,Madison,WI,Rate source1,3,756.79,810.39,868.96,518.33,0,,59:00.3,30:00.0,59:00.3,
1121,77002,75078,2,Clutch City,TX,Prosper,TX,Rate source1,3,618,650.62,1124.8,256.08,0,,59:00.9,30:00.0,59:00.9,
1122,17011,06850,2,Camp Hill,PA,Norwalk,CT,Rate source1,3,708.89,785.8,844.98,221.1,0,,59:01.3,30:00.0,59:01.3,
1123,43351,28075,2,Upper Sandusky,OH,Harrisburg,NC,Rate source1,3,1245.2,1301.4,1416.46,483.71,0,,59:01.7,30:00.0,59:01.7,
1124,80012,78201,2,Aurora,CO,Balcones Heights,TX,Rate source1,3,1312.09,1354.13,1388.69,933.71,0,,59:02.1,30:00.0,59:02.1,
1125,78040,37743,2,Laredo,TX,Baileyton,TN,Rate source1,3,2317.12,2402.52,2489.62,1202.23,0,,59:02.7,30:00.0,59:02.7,
1126,78040,13146,2,Laredo,TX,Savannah,NY,Rate source1,3,3750.36,3814.26,3842.12,1871.71,0,,59:03.2,30:00.0,59:03.2,
1127,79323,60601,2,Denver City,TX,Chicago,IL,Rate source1,3,1541.28,1631.51,1742.48,1191.29,0,,40:54.5,30:00.0,40:54.5,
1128,60803,60601,1,Alsip,IL,Chicago,IL,Rate source1,3,1135.27,1287.61,2228.84,8.25,0,,40:54.9,30:00.0,40:54.9,
1129,79323,60803,2,Denver City,TX,Alsip,IL,Rate source1,3,1541.28,1631.51,1742.48,1187.35,0,,42:24.9,30:00.0,42:24.9,
1130,60803,10001,2,Alsip,IL,GPO,NY,Rate source1,3,1838.14,1977.91,2133.05,791.34,0,,42:25.3,30:00.0,42:25.3,
1131,60605,79323,2,Chicago,IL,Denver City,TX,Rate source1,3,2441.44,2505.47,2573.76,1193.43,0,,42:25.7,30:00.0,42:25.7,
1132,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,3154.52,3287.7,3364.54,1077.11,0,,44:41.4,30:00.0,44:41.4,
1133,60803,60601,2,Alsip,IL,Chicago,IL,Rate source1,3,356,404.02,461.57,54.18,0,,46:07.8,30:00.0,46:07.8,
1134,60601,80012,2,Chicago,IL,Aurora,CO,Rate source1,1,3131.58,3324.91,3364.05,1074.55,0,,59:19.1,30:00.0,59:19.1,
1135,42602,36420,1,Aaron,KY,Andalusia,AL,Rate source1,3,1333.77,1481.9,1709.59,513.19,0,,00:06.9,30:00.0,00:06.9,
1136,42602,36420,1,Aaron,KY,Andalusia,AL,Rate source1,1,1306.01,1444.49,1712.16,517.48,0,,02:10.3,30:00.0,02:10.3,
1137,75165,77301,1,Waxahachie,TX,Beach,TX,Rate source1,3,948.27,1205.34,1229.98,201.42,0,,39:35.5,30:00.0,39:35.5,
1138,61602,43351,1,Peoria,IL,Upper Sandusky,OH,Rate source1,3,1147.3,1183.42,1222.94,399.59,0,,39:36.5,30:00.0,39:36.5,
1139,15122,46746,1,Pittsburgh,PA,Brighton,IN,Rate source1,3,1191.69,1238.9,1312.17,330.12,0,,39:37.6,30:00.0,39:37.6,
1140,72315,80012,1,Blytheville,AR,Aurora,CO,Rate source1,3,2836.28,2989.47,3051.91,1072.75,0,,39:37.8,30:00.0,39:37.8,
1141,71301,77002,1,Alex,LA,Clutch City,TX,Rate source1,3,859.4,891.96,1000.73,266.98,0,,39:38.7,30:00.0,39:38.7,
1142,77701,78108,1,Beaumont,TX,Cibolo,TX,Rate source1,3,948.27,1205.34,1229.98,258.23,0,,39:39.2,30:00.0,39:39.2,
1143,76031,79201,1,Cleburne,TX,Carey,TX,Rate source1,3,948.27,1205.34,1229.98,261.18,0,,39:40.0,30:00.0,39:40.0,
1144,76031,08832,1,Cleburne,TX,Keasbey,NJ,Rate source1,3,3324.87,3375.85,3411.99,1546.97,0,,39:40.7,30:00.0,39:40.7,
1145,30120,17101,1,Cartersville,GA,Harrisburg,PA,Rate source1,3,1672.46,1753.59,1901.9,718.26,0,,39:41.0,30:00.0,39:41.0,
1146,42539,97113,1,Clementsville,KY,Cornelius,OR,Rate source1,3,4339.48,4409.7,4473.94,2461.08,0,,39:41.4,30:00.0,39:41.4,
1147,23701,28734,1,Portsmouth,VA,Burningtown,NC,Rate source1,3,1237.36,1345.49,1479.9,414.58,0,,39:41.9,30:00.0,39:41.9,
1148,60538,55433,1,Boulder Hill,IL,Coon Rapids,MN,Rate source1,3,1016.63,1078.66,1101.16,410.83,0,,39:42.1,30:00.0,39:42.1,
1149,18101,27828,1,Allentown,PA,Farmville,NC,Rate source1,3,1069.4,1119.87,1205.8,427.41,0,,39:42.6,30:00.0,39:42.6,
1150,07047,02062,1,North Bergen,NJ,Norwood,MA,Rate source1,3,1080.73,1301,1418.36,220.41,0,,39:43.3,30:00.0,39:43.3,
1151,30028,18936,1,Cumming,GA,Montgomeryville,PA,Rate source1,3,1698.6,1928.15,2020.34,785.86,0,,39:44.0,30:00.0,39:44.0,
1152,89431,97003,1,Greenbrae,NV,Aloha,OR,Rate source1,3,1986.02,2071.71,2146.58,605.38,0,,39:45.0,30:00.0,39:45.0,
1153,79835,34601,1,Canutillo,TX,Brooksville,FL,Rate source1,3,2368.27,2471.59,2619.63,1613.77,0,,39:45.8,30:00.0,39:45.8,
1154,78040,23320,1,Laredo,TX,Chesapeake,VA,Rate source1,3,2848.71,3017.03,3116.03,1682.25,0,,39:47.1,30:00.0,39:47.1,
1155,19530,21219,1,Greenwich,PA,Baltimore,MD,Rate source1,3,764.46,825.19,859.33,109.77,0,,39:47.9,30:00.0,39:47.9,
1156,17101,01581,1,Harrisburg,PA,Westborough,MA,Rate source1,3,1044.55,1216.74,1476.85,334.44,0,,39:48.7,30:00.0,39:48.7,
1157,78040,54452,1,Laredo,TX,Corning,WI,Rate source1,3,1847.68,1936.78,2016.58,1509.8,0,,39:50.0,30:00.0,39:50.0,
1158,41008,46123,2,Carrollton,KY,Avon,IN,Rate source1,3,589.51,632.4,659.33,130.46,0,,42:12.2,30:00.0,42:12.2,
1159,33563,27401,1,Plant City,FL,Greensboro,NC,Rate source1,3,1182.95,1311.25,1409.77,641.42,0,,42:13.3,30:00.0,42:13.3,
1160,31401,73075,2,Savannah,GA,Pauls Valley,OK,Rate source1,3,1586.19,1655,1728.61,1123.72,0,,42:14.9,30:00.0,42:14.9,
1161,79323,60601,2,Denver City,TX,Chicago,IL,Rate source1,1,1556.53,1642.5,1757.28,1191.29,0,,07:45.5,30:00.0,07:45.5,
1162,60803,60601,1,Alsip,IL,Chicago,IL,Rate source1,1,1152.63,1287.9,2328.54,8.25,0,,07:45.8,30:00.0,07:45.8,
1163,49927,13063,2,Gaastra,MI,Fabius,NY,Rate source1,3,2484.05,2592.94,2660.26,992.15,0,,19:02.2,30:00.0,19:02.2,
1164,30450,36420,1,Aaron,GA,Andalusia,AL,Rate source1,3,934.2,1099.36,1579.53,297.87,0,,18:26.9,30:00.0,18:26.9,
1165,30450,36420,1,Aaron,GA,Andalusia,AL,Rate source1,1,932.88,1084.75,1510.35,286.74,0,,19:41.5,30:00.0,19:41.5,
1166,30450,36420,1,Aaron,GA,Andalusia,AL,Rate source1,2,943.13,1094.74,1544.62,292.93,0,,19:41.5,30:00.0,19:41.5,
1167,19092,45133,2,Philadelphia,PA,Allensburg,OH,Rate source1,3,1006.41,1052.24,1119.68,549.35,0,,44:05.6,30:00.0,44:05.6,
1168,44502,60140,2,Youngstown,OH,Campton Hills,IL,Rate source1,3,718.08,768.19,826.32,436.48,0,,44:06.0,30:00.0,44:06.0,
1169,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,3,1493.72,1590.25,1671.92,974.21,0,,44:06.4,30:00.0,44:06.4,
1170,29650,21219,2,Greer,SC,Baltimore,MD,Rate source1,3,1362.77,1455.45,1524.55,545.46,0,,44:06.8,30:00.0,44:06.8,
1171,39455,78610,2,Baxterville,MS,Buda,TX,Rate source1,3,927.73,1006.32,1104.21,601.86,0,,44:07.3,30:00.0,44:07.3,
1172,89431,01013,2,Greenbrae,NV,Chicopee,MA,Rate source1,3,4941.11,5143.19,5253.87,2793.44,0,,44:07.7,30:00.0,44:07.7,
1173,71422,70401,2,Dodson,LA,Hammond,LA,Rate source1,3,767.6,895.62,1319.93,239.05,0,,51:43.6,30:00.0,51:43.6,
1174,61354,18704,2,Peru,IL,Courtdale,PA,Rate source1,3,1792.07,1893.15,2033.67,751.98,0,,51:54.1,30:00.0,51:54.1,
1175,31520,36830,2,Altama,GA,Auburn,AL,Rate source1,3,607.07,654.77,733.28,254.35,0,,51:58.9,30:00.0,51:58.9,
1176,45011,04967,2,City View Heights,OH,Pittsfield,ME,Rate source1,3,2126.58,2222.13,2337.58,1073.38,0,,51:59.4,30:00.0,51:59.4,
1177,36610,30025,2,Magazine,AL,Social Circle,GA,Rate source1,3,942.2,989.96,1032.07,351.61,0,,52:03.3,30:00.0,52:03.3,
1178,23451,83301,2,Virginia Beach,VA,Hollister,ID,Rate source1,3,3882.88,4026.48,4131.63,2411.99,0,,52:03.9,30:00.0,52:03.9,
1179,77550,75701,2,Galveston,TX,St Louis,TX,Rate source1,3,619.66,682.61,728.33,228.31,0,,52:05.6,30:00.0,52:05.6,
1180,52001,03833,2,Center Grove,IA,Brentwood,NH,Rate source1,3,2417.38,2750.83,2886.27,1181.38,0,,52:07.8,30:00.0,52:07.8,
1181,71635,48854,2,Crossett,AR,Mason,MI,Rate source1,3,1388.03,1436.06,1483.29,922.37,0,,52:09.8,30:00.0,52:09.8,
1182,17050,54701,2,Goodhope,PA,Caryville,WI,Rate source1,3,1624.41,1692.34,1766.31,978.39,0,,52:13.6,30:00.0,52:13.6,
1183,61101,77301,2,Rockford,IL,Beach,TX,Rate source1,3,1932.8,2054.23,2151.35,1129.71,0,,52:13.8,30:00.0,52:13.8,
1184,21201,01103,2,Baltimore,MD,Springfield,MA,Rate source1,3,889.17,980.4,1106.01,323.47,0,,52:14.3,30:00.0,52:14.3,
1185,61244,83543,2,Babcock,IL,Nezperce,ID,Rate source1,3,3647.5,3723.19,3806.73,1681.09,0,,52:14.6,30:00.0,52:14.6,
1186,27284,07008,2,Guthrie,NC,Carteret,NJ,Rate source1,3,1162.24,1218.51,1322.26,532.29,0,,52:15.3,30:00.0,52:15.3,
1187,52801,33401,2,Davenport,IA,West Palm Beach,FL,Rate source1,3,3052.93,3171.01,3225.06,1392.88,0,,52:20.0,30:00.0,52:20.0,
1188,78040,46307,2,Laredo,TX,Crown Point,IN,Rate source1,3,2536.37,2593.73,2698.96,1364.09,0,,52:23.4,30:00.0,52:23.4,
1189,75119,70401,2,Ennis,TX,Hammond,LA,Rate source1,3,1021.49,1060.4,1085.83,499.6,0,,52:25.3,30:00.0,52:25.3,
1190,77550,78155,2,Galveston,TX,New Berlin,TX,Rate source1,3,601.57,629.46,688.36,199.92,0,,52:28.9,30:00.0,52:28.9,
