id,origin_zip,destination_zip,equipment_type,origin_city,origin_state,destination_city,destination_state,rate_source,duration,target_rate,avg_rate,max_rate,miles,fuel_surcharge,created_userid,created_at,cache_date,updated_at,updated_userid
1,60803,51565,2,Alsip,IL,Portsmouth,IA,Rate source1,3,1067.06,1132.11,1194.78,477.47,0,,52:43.4,30:00.0,52:43.4,
2,19067,33801,2,Lower Makefield,PA,Lakeland,FL,Rate source1,3,2167.37,2248.16,2336.43,1050.49,0,,54:01.9,30:00.0,54:01.9,
3,78040,51249,2,Laredo,TX,Cloverdale,IA,Rate source1,3,2272.1,2335.98,2448.56,1168.47,0,,54:02.3,30:00.0,54:02.3,
4,19092,45133,2,Philadelphia,PA,Allensburg,OH,Rate source1,3,1009.22,1051.83,1116.16,549.35,0,,54:02.8,30:00.0,54:02.8,
5,44502,60140,2,Youngstown,OH,Campton Hills,IL,Rate source1,3,712.08,769.73,839.45,436.48,0,,54:03.2,30:00.0,54:03.2,
6,29650,21219,2,Greer,SC,Baltimore,MD,Rate source1,3,1332.57,1431.98,1525.16,545.46,0,,54:03.7,30:00.0,54:03.7,
7,39455,78610,2,Baxterville,MS,Buda,TX,Rate source1,3,935.34,1011.85,1130.31,601.86,0,,54:04.2,30:00.0,54:04.2,
8,89431,01013,2,Greenbrae,NV,Chicopee,MA,Rate source1,3,4812.16,5046.67,5330.32,2793.44,0,,54:04.6,30:00.0,54:04.6,
9,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,3,1488.56,1546.47,1606.56,974.21,0,,54:05.0,30:00.0,54:05.0,
10,52001,01537,2,Center Grove,IA,North Oxford,MA,Rate source1,3,2240.32,2402.28,2595.81,1136.8,0,,54:05.3,30:00.0,54:05.3,
11,92335,92584,2,Fontana,CA,Menifee,CA,Rate source1,3,376.85,428.9,481.63,48.75,0,,54:05.4,30:00.0,54:05.4,
12,35772,27284,2,Stevenson,AL,Guthrie,NC,Rate source1,3,890.47,941.57,997.48,501.73,0,,54:05.6,30:00.0,54:05.6,
13,70112,38401,2,New Orleans,LA,Columbia,TN,Rate source1,3,875.03,931.08,1006.96,487.06,0,,54:06.3,30:00.0,54:06.3,
14,47129,62002,2,Cementville,IN,Alton,IL,Rate source1,3,668.72,705.24,728.47,276.46,0,,54:06.8,30:00.0,54:06.8,
15,36426,37402,2,Brewton,AL,Chattanooga,TN,Rate source1,,784.44,839.77,880.95,325.99,0,,54:07.3,30:00.0,54:07.3,
16,43351,30303,2,Upper Sandusky,OH,Atlanta,GA,Rate source1,3,,1360.05,1436.26,590.29,0,,54:07.7,30:00.0,54:07.7,
17,43351,28202,2,Upper Sandusky,OH,Charlotte,NC,Rate source1,3,1259.51,1317.19,1426.54,484.45,0,,56:49.5,30:00.0,56:49.5,
18,33563,32601,2,Plant City,FL,Gainesville,FL,Rate source1,3,487.66,,556.47,131.86,0,,56:49.8,30:00.0,56:49.8,
19,21201,22801,2,Baltimore,MD,Harrisonburg,VA,Rate source1,3,720.06,972.74,1292.04,157.29,0,,56:50.3,30:00.0,56:50.3,
20,78040,37743,1,Laredo,TX,Baileyton,TN,Rate source1,3,2031.81,2165.52,2301.12,1202.23,0,,56:50.9,30:00.0,56:50.9,
21,19067,33801,1,Lower Makefield,PA,Lakeland,FL,Rate source1,3,2314.15,2357.75,2398.18,1050.49,0,,56:51.2,30:00.0,56:51.2,
22,78040,13146,1,Laredo,TX,Savannah,NY,Rate source1,3,3632.69,3735.28,3893.22,1871.71,0,,56:51.8,30:00.0,56:51.8,
23,31520,71638,1,Altama,GA,Baxter,AR,Rate source1,3,1369.33,1436.85,1562.46,815.16,0,,56:51.9,30:00.0,56:51.9,
24,36104,38301,2,Montgomery,AL,Jackson,TN,Rate source1,3,764.3,788.17,810.21,311.97,0,,56:52.3,30:00.0,56:52.3,
25,60098,54935,2,Bull Valley,IL,Fond Du Lac,WI,Rate source1,3,502.92,529.76,589.89,153.38,0,,56:52.7,30:00.0,56:52.7,
26,45011,04967,2,City View Heights,OH,Pittsfield,ME,Rate source1,3,2126.28,2234.33,2361.84,1073.38,0,,56:53.1,30:00.0,56:53.1,
27,52001,03833,2,Center Grove,IA,Brentwood,NH,Rate source1,3,2409.32,2815.64,2942.57,1181.38,0,,56:53.5,30:00.0,56:53.5,
28,21201,01103,2,Baltimore,MD,Springfield,MA,Rate source1,3,888.23,970.32,1081.87,323.47,0,,56:53.8,30:00.0,56:53.8,
29,52801,33401,2,Davenport,IA,West Palm Beach,FL,Rate source1,3,3067.74,3188.38,3240.9,1392.88,0,,56:54.1,30:00.0,56:54.1,
30,60133,23432,2,Bartlett,IL,Chuckatuck,VA,Rate source1,3,1757.11,1866.35,1949.8,919.4,0,,56:54.6,30:00.0,56:54.6,
31,12202,16037,2,Albany,NY,Harmony,PA,Rate source1,3,751.08,893.62,1084.15,469.75,0,,56:55.2,30:00.0,56:55.2,
32,29405,28134,2,Charleston,SC,Pineville,NC,Rate source1,3,710.28,726.13,746.04,199.2,0,,56:55.7,30:00.0,56:55.7,
33,31520,71638,2,Altama,GA,Baxter,AR,Rate source1,3,1017.44,1093.97,1174.61,815.16,0,,56:55.8,30:00.0,56:55.8,
34,17257,85201,2,Cleversburg,PA,Mesa,AZ,Rate source1,3,3454.59,3672.81,3722,2261.13,0,,56:56.2,30:00.0,56:56.2,
35,43351,28301,2,Upper Sandusky,OH,East Fayetteville,NC,Rate source1,3,1321.07,1393.39,1466.36,558.89,0,,56:56.6,30:00.0,56:56.6,
36,60107,44017,2,Streamwood,IL,Berea,OH,Rate source1,3,970.39,1020.89,1060,382.98,0,,56:57.0,30:00.0,56:57.0,
37,15122,64101,2,Pittsburgh,PA,Kansas City,MO,Rate source1,3,1544.12,1659.89,1784.47,840,0,,56:57.5,30:00.0,56:57.5,
38,15001,02451,2,Aliquippa,PA,North Waltham,MA,Rate source1,3,1227.18,1327.28,1414.48,569.44,0,,56:57.9,30:00.0,56:57.9,
39,29501,12015,2,Florence,SC,Athens,NY,Rate source1,3,1556.67,1626.79,1706.5,785.04,0,,56:58.4,30:00.0,56:58.4,
40,92251,85901,2,Imperial,CA,Show Low,AZ,Rate source1,3,1012.42,1054.36,1116.33,437.1,0,,56:58.5,30:00.0,56:58.5,
41,72201,30071,2,Little Rock,AR,Berkeley Lake,GA,Rate source1,3,1258.63,1316.32,1416.47,542.51,0,,56:58.8,30:00.0,56:58.8,
42,50021,79022,2,Ankeny,IA,Dalhart,TX,Rate source1,3,1492.84,1624.45,1690.71,798.08,0,,56:59.3,30:00.0,56:59.3,
43,54801,43543,2,Spooner,WI,Holiday City,OH,Rate source1,3,1124.59,1248.66,1358.48,629.56,0,,56:59.9,30:00.0,56:59.9,
44,21237,06492,2,Baltimore,MD,Wallingford,CT,Rate source1,3,764.84,832.33,915.82,275.94,0,,57:00.1,30:00.0,57:00.1,
45,60601,19092,2,Chicago,IL,Philadelphia,PA,Rate source1,3,1753.81,1868.91,1997.53,755.19,0,,58:53.4,30:00.0,58:53.4,
46,24382,27401,2,Stones Mill,VA,Greensboro,NC,Rate source1,3,628.14,678.01,852.42,116.75,0,,58:54.9,30:00.0,58:54.9,
47,52001,18015,2,Center Grove,IA,Bethlehem,PA,Rate source1,3,2015.37,2158.22,2304.5,918.69,0,,58:55.8,30:00.0,58:55.8,
48,27284,11763,2,Guthrie,NC,Gordon Heights,NY,Rate source1,3,1207.81,1276.54,1383.11,585.73,0,,58:56.5,30:00.0,58:56.5,
49,62040,67062,2,Granite City,IL,Hesston,KS,Rate source1,3,1153.31,1218.98,1371.72,458.01,0,,58:56.7,30:00.0,58:56.7,
50,18701,07094,2,Wilkes Barre,PA,Secaucus,NJ,Rate source1,3,637.31,664.51,695.11,111.67,0,,58:57.2,30:00.0,58:57.2,
51,43725,04401,2,Cambridge,OH,Bangor,ME,Rate source1,3,2189.22,2278.78,2345.12,966.91,0,,58:57.6,30:00.0,58:57.6,
52,77662,15901,2,North Vidor,TX,Johnstown,PA,Rate source1,3,2670.22,2777.15,2869.79,1358.24,0,,58:58.2,30:00.0,58:58.2,
53,70112,78201,2,New Orleans,LA,Balcones Heights,TX,Rate source1,3,858.45,936,1055.78,547.08,0,,58:58.6,30:00.0,58:58.6,
54,75941,78201,2,Burke,TX,Balcones Heights,TX,Rate source1,3,623.56,721.75,803.01,345.35,0,,58:59.2,30:00.0,58:59.2,
55,44203,53202,2,Akron,OH,Milwaukee,WI,Rate source1,3,713.47,771.31,846.07,451.89,0,,58:59.8,30:00.0,58:59.8,
56,40502,53702,2,Lexington,KY,Madison,WI,Rate source1,3,756.79,810.39,868.96,518.33,0,,59:00.3,30:00.0,59:00.3,
57,77002,75078,2,Clutch City,TX,Prosper,TX,Rate source1,3,618,650.62,1124.8,256.08,0,,59:00.9,30:00.0,59:00.9,
58,17011,06850,2,Camp Hill,PA,Norwalk,CT,Rate source1,3,708.89,785.8,844.98,221.1,0,,59:01.3,30:00.0,59:01.3,
59,43351,28075,2,Upper Sandusky,OH,Harrisburg,NC,Rate source1,3,1245.2,1301.4,1416.46,483.71,0,,59:01.7,30:00.0,59:01.7,
60,80012,78201,2,Aurora,CO,Balcones Heights,TX,Rate source1,3,1312.09,1354.13,1388.69,933.71,0,,59:02.1,30:00.0,59:02.1,
61,78040,37743,2,Laredo,TX,Baileyton,TN,Rate source1,3,2317.12,2402.52,2489.62,1202.23,0,,59:02.7,30:00.0,59:02.7,
62,78040,13146,2,Laredo,TX,Savannah,NY,Rate source1,3,3750.36,3814.26,3842.12,1871.71,0,,59:03.2,30:00.0,59:03.2,
63,79323,60601,2,Denver City,TX,Chicago,IL,Rate source1,3,1541.28,1631.51,1742.48,1191.29,0,,40:54.5,30:00.0,40:54.5,
64,60803,60601,1,Alsip,IL,Chicago,IL,Rate source1,3,1135.27,1287.61,2228.84,8.25,0,,40:54.9,30:00.0,40:54.9,
65,79323,60803,2,Denver City,TX,Alsip,IL,Rate source1,3,1541.28,1631.51,1742.48,1187.35,0,,42:24.9,30:00.0,42:24.9,
66,60803,10001,2,Alsip,IL,GPO,NY,Rate source1,3,1838.14,1977.91,2133.05,791.34,0,,42:25.3,30:00.0,42:25.3,
67,60605,79323,2,Chicago,IL,Denver City,TX,Rate source1,3,2441.44,2505.47,2573.76,1193.43,0,,42:25.7,30:00.0,42:25.7,
68,60803,80012,2,Alsip,IL,Aurora,CO,Rate source1,3,3154.52,3287.7,3364.54,1077.11,0,,44:41.4,30:00.0,44:41.4,
69,60803,60601,2,Alsip,IL,Chicago,IL,Rate source1,3,356,404.02,461.57,54.18,0,,46:07.8,30:00.0,46:07.8,
70,60601,80012,2,Chicago,IL,Aurora,CO,Rate source1,1,3131.58,3324.91,3364.05,1074.55,0,,59:19.1,30:00.0,59:19.1,
71,42602,36420,1,Aaron,KY,Andalusia,AL,Rate source1,3,1333.77,1481.9,1709.59,513.19,0,,00:06.9,30:00.0,00:06.9,
72,42602,36420,1,Aaron,KY,Andalusia,AL,Rate source1,1,1306.01,1444.49,1712.16,517.48,0,,02:10.3,30:00.0,02:10.3,
73,75165,77301,1,Waxahachie,TX,Beach,TX,Rate source1,3,948.27,1205.34,1229.98,201.42,0,,39:35.5,30:00.0,39:35.5,
74,61602,43351,1,Peoria,IL,Upper Sandusky,OH,Rate source1,3,1147.3,1183.42,1222.94,399.59,0,,39:36.5,30:00.0,39:36.5,
75,15122,46746,1,Pittsburgh,PA,Brighton,IN,Rate source1,3,1191.69,1238.9,1312.17,330.12,0,,39:37.6,30:00.0,39:37.6,
76,72315,80012,1,Blytheville,AR,Aurora,CO,Rate source1,3,2836.28,2989.47,3051.91,1072.75,0,,39:37.8,30:00.0,39:37.8,
77,71301,77002,1,Alex,LA,Clutch City,TX,Rate source1,3,859.4,891.96,1000.73,266.98,0,,39:38.7,30:00.0,39:38.7,
78,77701,78108,1,Beaumont,TX,Cibolo,TX,Rate source1,3,948.27,1205.34,1229.98,258.23,0,,39:39.2,30:00.0,39:39.2,
79,76031,79201,1,Cleburne,TX,Carey,TX,Rate source1,3,948.27,1205.34,1229.98,261.18,0,,39:40.0,30:00.0,39:40.0,
80,76031,08832,1,Cleburne,TX,Keasbey,NJ,Rate source1,3,3324.87,3375.85,3411.99,1546.97,0,,39:40.7,30:00.0,39:40.7,
81,30120,17101,1,Cartersville,GA,Harrisburg,PA,Rate source1,3,1672.46,1753.59,1901.9,718.26,0,,39:41.0,30:00.0,39:41.0,
82,42539,97113,1,Clementsville,KY,Cornelius,OR,Rate source1,3,4339.48,4409.7,4473.94,2461.08,0,,39:41.4,30:00.0,39:41.4,
83,23701,28734,1,Portsmouth,VA,Burningtown,NC,Rate source1,3,1237.36,1345.49,1479.9,414.58,0,,39:41.9,30:00.0,39:41.9,
84,60538,55433,1,Boulder Hill,IL,Coon Rapids,MN,Rate source1,3,1016.63,1078.66,1101.16,410.83,0,,39:42.1,30:00.0,39:42.1,
85,18101,27828,1,Allentown,PA,Farmville,NC,Rate source1,3,1069.4,1119.87,1205.8,427.41,0,,39:42.6,30:00.0,39:42.6,
86,07047,02062,1,North Bergen,NJ,Norwood,MA,Rate source1,3,1080.73,1301,1418.36,220.41,0,,39:43.3,30:00.0,39:43.3,
87,30028,18936,1,Cumming,GA,Montgomeryville,PA,Rate source1,3,1698.6,1928.15,2020.34,785.86,0,,39:44.0,30:00.0,39:44.0,
88,89431,97003,1,Greenbrae,NV,Aloha,OR,Rate source1,3,1986.02,2071.71,2146.58,605.38,0,,39:45.0,30:00.0,39:45.0,
89,79835,34601,1,Canutillo,TX,Brooksville,FL,Rate source1,3,2368.27,2471.59,2619.63,1613.77,0,,39:45.8,30:00.0,39:45.8,
90,78040,23320,1,Laredo,TX,Chesapeake,VA,Rate source1,3,2848.71,3017.03,3116.03,1682.25,0,,39:47.1,30:00.0,39:47.1,
91,19530,21219,1,Greenwich,PA,Baltimore,MD,Rate source1,3,764.46,825.19,859.33,109.77,0,,39:47.9,30:00.0,39:47.9,
92,17101,01581,1,Harrisburg,PA,Westborough,MA,Rate source1,3,1044.55,1216.74,1476.85,334.44,0,,39:48.7,30:00.0,39:48.7,
93,78040,54452,1,Laredo,TX,Corning,WI,Rate source1,3,1847.68,1936.78,2016.58,1509.8,0,,39:50.0,30:00.0,39:50.0,
94,41008,46123,2,Carrollton,KY,Avon,IN,Rate source1,3,589.51,632.4,659.33,130.46,0,,42:12.2,30:00.0,42:12.2,
95,33563,27401,1,Plant City,FL,Greensboro,NC,Rate source1,3,1182.95,1311.25,1409.77,641.42,0,,42:13.3,30:00.0,42:13.3,
96,31401,73075,2,Savannah,GA,Pauls Valley,OK,Rate source1,3,1586.19,1655,1728.61,1123.72,0,,42:14.9,30:00.0,42:14.9,
97,79323,60601,2,Denver City,TX,Chicago,IL,Rate source1,1,1556.53,1642.5,1757.28,1191.29,0,,07:45.5,30:00.0,07:45.5,
98,60803,60601,1,Alsip,IL,Chicago,IL,Rate source1,1,1152.63,1287.9,2328.54,8.25,0,,07:45.8,30:00.0,07:45.8,
99,49927,13063,2,Gaastra,MI,Fabius,NY,Rate source1,3,2484.05,2592.94,2660.26,992.15,0,,19:02.2,30:00.0,19:02.2,
100,30450,36420,1,Aaron,GA,Andalusia,AL,Rate source1,3,934.2,1099.36,1579.53,297.87,0,,18:26.9,30:00.0,18:26.9,
101,30450,36420,1,Aaron,GA,Andalusia,AL,Rate source1,1,932.88,1084.75,1510.35,286.74,0,,19:41.5,30:00.0,19:41.5,
102,30450,36420,1,Aaron,GA,Andalusia,AL,Rate source1,2,943.13,1094.74,1544.62,292.93,0,,19:41.5,30:00.0,19:41.5,
103,19092,45133,2,Philadelphia,PA,Allensburg,OH,Rate source1,3,1006.41,1052.24,1119.68,549.35,0,,44:05.6,30:00.0,44:05.6,
104,44502,60140,2,Youngstown,OH,Campton Hills,IL,Rate source1,3,718.08,768.19,826.32,436.48,0,,44:06.0,30:00.0,44:06.0,
105,16146,56401,2,Sharon,PA,Baxter,MN,Rate source1,3,1493.72,1590.25,1671.92,974.21,0,,44:06.4,30:00.0,44:06.4,
106,29650,21219,2,Greer,SC,Baltimore,MD,Rate source1,3,1362.77,1455.45,1524.55,545.46,0,,44:06.8,30:00.0,44:06.8,
107,39455,78610,2,Baxterville,MS,Buda,TX,Rate source1,3,927.73,1006.32,1104.21,601.86,0,,44:07.3,30:00.0,44:07.3,
108,89431,01013,2,Greenbrae,NV,Chicopee,MA,Rate source1,3,4941.11,5143.19,5253.87,2793.44,0,,44:07.7,30:00.0,44:07.7,
109,71422,70401,2,Dodson,LA,Hammond,LA,Rate source1,3,767.6,895.62,1319.93,239.05,0,,51:43.6,30:00.0,51:43.6,
110,61354,18704,2,Peru,IL,Courtdale,PA,Rate source1,3,1792.07,1893.15,2033.67,751.98,0,,51:54.1,30:00.0,51:54.1,
111,31520,36830,2,Altama,GA,Auburn,AL,Rate source1,3,607.07,654.77,733.28,254.35,0,,51:58.9,30:00.0,51:58.9,
112,45011,04967,2,City View Heights,OH,Pittsfield,ME,Rate source1,3,2126.58,2222.13,2337.58,1073.38,0,,51:59.4,30:00.0,51:59.4,
113,36610,30025,2,Magazine,AL,Social Circle,GA,Rate source1,3,942.2,989.96,1032.07,351.61,0,,52:03.3,30:00.0,52:03.3,
114,23451,83301,2,Virginia Beach,VA,Hollister,ID,Rate source1,3,3882.88,4026.48,4131.63,2411.99,0,,52:03.9,30:00.0,52:03.9,
115,77550,75701,2,Galveston,TX,St Louis,TX,Rate source1,3,619.66,682.61,728.33,228.31,0,,52:05.6,30:00.0,52:05.6,
116,52001,03833,2,Center Grove,IA,Brentwood,NH,Rate source1,3,2417.38,2750.83,2886.27,1181.38,0,,52:07.8,30:00.0,52:07.8,
117,71635,48854,2,Crossett,AR,Mason,MI,Rate source1,3,1388.03,1436.06,1483.29,922.37,0,,52:09.8,30:00.0,52:09.8,
118,17050,54701,2,Goodhope,PA,Caryville,WI,Rate source1,3,1624.41,1692.34,1766.31,978.39,0,,52:13.6,30:00.0,52:13.6,
119,61101,77301,2,Rockford,IL,Beach,TX,Rate source1,3,1932.8,2054.23,2151.35,1129.71,0,,52:13.8,30:00.0,52:13.8,
120,21201,01103,2,Baltimore,MD,Springfield,MA,Rate source1,3,889.17,980.4,1106.01,323.47,0,,52:14.3,30:00.0,52:14.3,
121,61244,83543,2,Babcock,IL,Nezperce,ID,Rate source1,3,3647.5,3723.19,3806.73,1681.09,0,,52:14.6,30:00.0,52:14.6,
122,27284,07008,2,Guthrie,NC,Carteret,NJ,Rate source1,3,1162.24,1218.51,1322.26,532.29,0,,52:15.3,30:00.0,52:15.3,
123,52801,33401,2,Davenport,IA,West Palm Beach,FL,Rate source1,3,3052.93,3171.01,3225.06,1392.88,0,,52:20.0,30:00.0,52:20.0,
124,78040,46307,2,Laredo,TX,Crown Point,IN,Rate source1,3,2536.37,2593.73,2698.96,1364.09,0,,52:23.4,30:00.0,52:23.4,
125,75119,70401,2,Ennis,TX,Hammond,LA,Rate source1,3,1021.49,1060.4,1085.83,499.6,0,,52:25.3,30:00.0,52:25.3,
126,77550,78155,2,Galveston,TX,New Berlin,TX,Rate source1,3,601.57,629.46,688.36,199.92,0,,52:28.9,30:00.0,52:28.9,
127,60133,23432,2,Bartlett,IL,Chuckatuck,VA,Rate source1,3,1745.14,1867.2,1954.59,919.4,0,,52:29.6,30:00.0,52:29.6,
128,61602,43351,2,Peoria,IL,Upper Sandusky,OH,Rate source1,3,873.48,935.02,990.45,399.59,0,,52:30.3,30:00.0,52:30.3,
129,32628,01103,2,Cross City,FL,Springfield,MA,Rate source1,3,1775.62,1856.46,1942.82,1151.3,0,,52:31.5,30:00.0,52:31.5,
130,33602,38343,2,Tampa,FL,Humboldt,TN,Rate source1,3,779.27,835.54,918.42,819.61,0,,52:32.8,30:00.0,52:32.8,
131,72201,30071,2,Little Rock,AR,Berkeley Lake,GA,Rate source1,3,1272.65,1338.67,1449.1,542.51,0,,52:35.3,30:00.0,52:35.3,
132,71730,78201,2,El Dorado,AR,Balcones Heights,TX,Rate source1,3,768.64,898.87,1063.95,543.59,0,,52:38.1,30:00.0,52:38.1,
133,77002,63353,2,Clutch City,TX,Louisiana,MO,Rate source1,3,1497.43,1563.02,1630.4,861.64,0,,52:40.6,30:00.0,52:40.6,
134,66101,97031,2,Kansas City,KS,Hood River,OR,Rate source1,3,3957.77,4056.86,4162.12,1796.92,0,,52:42.8,30:00.0,52:42.8,
135,12202,16037,2,Albany,NY,Harmony,PA,Rate source1,3,723.88,861.72,1045.69,469.75,0,,52:44.4,30:00.0,52:44.4,
136,97469,92570,2,Riddle,OR,Lake Mathews,CA,Rate source1,3,1149.23,1207.43,1287.19,895.77,0,,52:50.9,30:00.0,52:50.9,
137,43351,30680,2,Upper Sandusky,OH,Winder,GA,Rate source1,3,1302.17,1388.17,1460.46,647.1,0,,52:51.1,30:00.0,52:51.1,
138,26037,17042,2,Follansbee,WV,Avon,PA,Rate source1,3,945.02,981.78,1053.81,241.23,0,,52:54.4,30:00.0,52:54.4,
144,31520,71638,2,Altama,GA,Baxter,AR,Rate source1,3,1014.22,1079.85,1162.8,815.16,0,,53:12.0,30:00.0,53:12.0,
149,17257,85201,2,Cleversburg,PA,Mesa,AZ,Rate source1,3,3435.44,3645.37,3680.07,2261.13,0,,53:17.6,30:00.0,53:17.6,
157,43351,28301,2,Upper Sandusky,OH,East Fayetteville,NC,Rate source1,3,1303.61,1372.47,1454.04,558.89,0,,53:23.1,30:00.0,53:23.1,
158,60107,44017,2,Streamwood,IL,Berea,OH,Rate source1,3,973.29,1016.99,1062.54,382.98,0,,53:25.3,30:00.0,53:25.3,
165,15122,64101,2,Pittsburgh,PA,Kansas City,MO,Rate source1,3,1519.52,1633.97,1763.8,840,0,,53:31.1,30:00.0,53:31.1,
169,15001,02451,2,Aliquippa,PA,North Waltham,MA,Rate source1,3,1200.26,1279.8,1380.26,569.44,0,,53:35.8,30:00.0,53:35.8,
174,29501,12015,2,Florence,SC,Athens,NY,Rate source1,3,1554.86,1618.94,1683.03,785.04,0,,53:41.5,30:00.0,53:41.5,
176,92251,85901,2,Imperial,CA,Show Low,AZ,Rate source1,3,1026.57,1054.35,1118.29,437.1,0,,53:42.9,30:00.0,53:42.9,
181,50021,79022,2,Ankeny,IA,Dalhart,TX,Rate source1,3,1639.07,1783.88,1896.53,798.08,0,,53:49.3,30:00.0,53:49.3,
185,54801,43543,2,Spooner,WI,Holiday City,OH,Rate source1,3,1121.4,1221.91,1326.08,629.56,0,,53:54.4,30:00.0,53:54.4,
187,21237,06492,2,Baltimore,MD,Wallingford,CT,Rate source1,3,790.29,869.01,936.03,275.94,0,,53:57.8,30:00.0,53:57.8,
190,47620,02062,2,Mount Vernon,IN,Norwood,MA,Rate source1,3,2034.48,2101.31,2197.49,1077.71,0,,54:00.1,30:00.0,54:00.1,
194,52801,12065,2,Davenport,IA,Clifton Park,NY,Rate source1,3,2098.7,2197.67,2336.42,954.26,0,,54:04.1,30:00.0,54:04.1,
201,77002,66062,2,Clutch City,TX,Lenexa,KS,Rate source1,3,1275.68,1333.29,1386.39,771.82,0,,54:10.1,30:00.0,54:10.1,
204,40065,50158,2,Shelbyville,KY,Marshalltown,IA,Rate source1,3,1044.27,1121.47,1201.7,595.23,0,,54:12.3,30:00.0,54:12.3,
207,40502,53702,2,Lexington,KY,Madison,WI,Rate source1,3,745.33,802.79,868.96,518.33,0,,54:17.1,30:00.0,54:17.1,
211,90745,48906,2,Carson,CA,Lansing,MI,Rate source1,3,3535.82,3710.52,3888.39,2224.29,0,,54:19.9,30:00.0,54:19.9,
139,97601,75201,2,Kingsley Field,OR,Dallas,TX,Rate source1,3,3185.51,3337.04,3468.34,1821.51,0,,53:06.9,30:00.0,53:06.9,
147,52001,80501,2,Center Grove,IA,Longmont,CO,Rate source1,3,2533.27,2584.39,2691.3,880.37,0,,53:16.0,30:00.0,53:16.0,
152,52001,19709,2,Center Grove,IA,Middletown,DE,Rate source1,3,1997.18,2096.95,2300.93,927.66,0,,53:18.3,30:00.0,53:18.3,
155,80012,77301,2,Aurora,CO,Beach,TX,Rate source1,3,1256.22,1293.93,1318.16,1083.29,0,,53:22.6,30:00.0,53:22.6,
159,52001,16662,2,Center Grove,IA,Martinsburg,PA,Rate source1,3,1691,1771.21,1921.78,741.79,0,,53:26.8,30:00.0,53:26.8,
166,40502,75090,2,Lexington,KY,Sherman,TX,Rate source1,3,1868.2,1944.27,2017.67,879.2,0,,53:31.8,30:00.0,53:31.8,
170,53080,15901,2,Saukville,WI,Johnstown,PA,Rate source1,3,1509.38,1584.19,1720.71,648.14,0,,53:38.3,30:00.0,53:38.3,
171,92376,85701,2,Rialto,CA,Tucson,AZ,Rate source1,3,1090.2,1141.41,1209.03,451.13,0,,53:39.3,30:00.0,53:39.3,
175,17201,70112,2,Aqua,PA,New Orleans,LA,Rate source1,3,2101.4,2148.64,2186.05,1084.99,0,,53:42.6,30:00.0,53:42.6,
177,33563,33880,2,Plant City,FL,Eloise,FL,Rate source1,3,421.6,455.22,505.22,40.2,0,,53:44.6,30:00.0,53:44.6,
180,08102,27030,2,Camden,NJ,Mount Airy,NC,Rate source1,3,883.71,929.46,1039.45,491.37,0,,53:48.8,30:00.0,53:48.8,
184,61602,15901,2,Peoria,IL,Johnstown,PA,Rate source1,3,1422.87,1505.3,1614.75,628.52,0,,53:54.0,30:00.0,53:54.0,
186,65802,66025,2,Springfield,MO,Eudora,KS,Rate source1,3,1332.97,1517.14,1733.74,185.29,0,,53:57.6,30:00.0,53:57.6,
193,78040,44117,2,Laredo,TX,Cleveland,OH,Rate source1,3,2835.23,2906.73,2977.72,1547.35,0,,54:03.3,30:00.0,54:03.3,
197,66101,81625,2,Kansas City,KS,Craig,CO,Rate source1,3,2318.87,2341.28,2380.04,826.65,0,,54:06.0,30:00.0,54:06.0,
198,52801,33901,2,Davenport,IA,Fort Myers,FL,Rate source1,3,3041.52,3116.38,3205.03,1362.02,0,,54:07.8,30:00.0,54:07.8,
203,29340,28801,2,Gaffney,SC,Asheville,NC,Rate source1,3,696.78,815.18,967.98,72.33,0,,54:11.3,30:00.0,54:11.3,
205,72370,72315,2,Osceola,AR,Blytheville,AR,Rate source1,3,864.89,966.64,1014.46,0,0,,54:12.4,30:00.0,54:12.4,
208,76031,21201,2,Cleburne,TX,Baltimore,MD,Rate source1,3,2663.14,2729.05,2899.86,1390.92,0,,54:17.3,30:00.0,54:17.3,
140,27253,48174,2,Graham,NC,Brownstown,MI,Rate source1,3,1077.06,1147.76,1236.01,598.85,0,,53:07.1,30:00.0,53:07.1,
150,77550,78660,2,Galveston,TX,Pflugerville,TX,Rate source1,3,585.7,622.12,670.42,194.56,0,,53:18.0,30:00.0,53:18.0,
153,95202,92570,2,Stockton,CA,Lake Mathews,CA,Rate source1,3,599.51,647.8,684.52,415.14,0,,53:19.6,30:00.0,53:19.6,
162,17563,17113,2,Eldora,PA,Bressler,PA,Rate source1,3,401.27,468.39,602.64,38.99,0,,53:27.5,30:00.0,53:27.5,
164,21201,46526,2,Baltimore,MD,Foraker,IN,Rate source1,3,1011.67,1113.06,1178.21,605.09,0,,53:30.6,30:00.0,53:30.6,
167,17545,06088,2,Elstonville,PA,East Windsor,CT,Rate source1,3,833.95,903.54,1014.57,277.89,0,,53:34.3,30:00.0,53:34.3,
172,15522,78040,2,Bedford,PA,Laredo,TX,Rate source1,3,2471.57,2556.72,2654.48,1654.9,0,,53:40.0,30:00.0,53:40.0,
179,77550,57103,2,Galveston,TX,Sioux Falls,SD,Rate source1,3,1737.89,1804.23,1857.79,1086.3,0,,53:47.8,30:00.0,53:47.8,
183,70112,38401,2,New Orleans,LA,Columbia,TN,Rate source1,3,886.23,926.86,1043.98,487.06,0,,53:52.6,30:00.0,53:52.6,
